Event Date,First Name,Last Name,Position,Height,Weight,Wingspan,Hand Span,Reach,10,20,40,5_10_5_10,5_10_5_20,3_Cone,VJ_Max,VJ_VJ,Broad Jump,40 P,VJ_P,BJ_P,Shuttle_P,Total P,PI Grade,Name,,,,,
1/5/24,Mario,Snell,WR,71.5,220,73.75,9.75,91,1.703,2.788,4.753,2.345,4.633,,118,30.75,111,47.05,51.6,46.5,,,,Mario Snell,,,,,
1/5/24,Landon,Snyder,LB,69.8,190,73.25,9.25,88.5,1.837,2.95,4.997,2.661,4.766,,121,30,110,47.12,60.31,54.69,,,,Landon Snyder,,,,,
1/5/24,Jusyis,Solis,RB,69,150,67,8.25,87,1.725,2.868,4.967,2.473,4.693,,116,27.5,110,49.15,48.24,48.76,,,,Jusyis Solis,,,,,
1/5/24,Jaxson,Solomon,WR,73.2,206,74.25,9,93.5,1.774,2.949,5.072,2.517,4.746,,112.5,25.5,109,35.68,33.74,39.13,,,,Jaxson Solomon,,,,,
1/5/24,Christian,Soltis,WR,72.8,340,77,10,96.25,1.706,2.781,4.765,2.601,4.785,,119.5,26,118,55.09,46.87,54.57,,,,Christian Soltis,,,,,
1/5/24,Christopher,Soriano,OL,72.8,295,81,10.75,96.5,2.192,3.61,6.352,3.094,5.75,,115.5,19.25,72,42.86,70.16,60.81,,,,Christopher Soriano,,,,,
1/5/24,Isaac,Sowells,OL,73,170,76.5,10,95.5,1.89,3.115,5.503,2.528,4.845,,124,27.5,86,58.02,74.77,57.98,,,,Isaac Sowells,,,,,
1/5/24,Jack,Spaeder,QB,68.5,185,72.5,8.75,89.5,1.801,2.978,5.086,2.566,4.771,,118,22.5,101,38.64,29.91,36.2,,,,Jack Spaeder,,,,,
1/5/24,Kemon,Spell,RB,67.8,150,71.75,9,89.5,1.663,2.757,4.693,2.277,4.438,,115,25.5,105,53.41,43.77,45.7,,,,Kemon Spell,,,,,
1/5/24,Marcalin,Spencer,WR,74,330,75.5,9.75,97,1.758,2.884,4.944,2.329,4.639,,119,29.5,101,36.66,42.93,35.46,,,,Marcalin Spencer,,,,,
1/5/24,Niko,Spilotro,OL,74,230,74.5,9.5,96.25,2.035,3.374,5.858,2.995,5.487,,114.5,17.5,89,51.99,62.86,67.24,,,,Niko Spilotro,,,,,
1/5/24,Gavin,Spruell,DL,70.2,206,72.5,9,93.5,2.037,3.31,5.719,2.781,5.213,,119,22.75,93,36.13,46.15,45.33,,,,Gavin Spruell,,,,,
1/5/24,Gemarkus,Starks,LB,72.2,147,73.5,8.5,92.5,4.177,5.348,7.533,2.612,4.957,,120.5,27,103,3.75,51.3,48.29,,,,Gemarkus Starks,,,,,
1/5/24,Anthony,Steele,WR,73.8,200,79.25,9.25,96.25,1.755,2.925,5.049,2.308,4.408,,128,35.5,118,36.11,50.99,41.07,,,,Anthony Steele,,,,,
1/5/24,Ethan,Stendel,QB,72,162,74.75,9.75,92.75,1.668,2.801,4.858,2.446,4.552,,129.5,33.25,118,57.22,59.68,52.64,,,,Ethan Stendel,,,,,
1/5/24,Maurice,Stephens,WR,68.5,225,74.5,8.25,91.75,,,,2.466,4.576,,123.5,30.75,115,,45.49,43.13,,,,Maurice Stephens,,,,,
1/5/24,Jeremiah,Stevens-Holman,LB,75.8,192,75.75,9.25,96.25,1.781,2.979,5.164,2.504,4.739,,119,27.25,100,52.88,58.39,52.5,,,,Jeremiah Stevens-Holman,,,,,
1/5/24,Frans,Steyn,ATH,71,180,74.75,9,92.25,1.814,2.975,5.162,2.381,4.593,,128.5,32.25,111,42.71,53.84,45.08,,,,Frans Steyn,,,,,
1/5/24,Serious,Stinyard,DB,69,165,71,0,88,1.939,3.007,4.923,2.318,4.474,,124.5,32.25,120,32.79,54.33,51.16,,,,Serious Stinyard,,,,,
1/5/24,Clifton,Storch,LB,70.8,167,69.25,8.5,91,1.816,3,5.106,2.542,4.668,,119.5,31.5,116,36.58,50.23,46.8,,,,Clifton Storch,,,,,
1/5/24,Jack,Strother,DB,70.8,170,69.5,8.75,90.75,1.868,3.039,5.199,2.672,4.82,,119.5,28.5,101,34.02,43.18,37.21,,,,Jack Strother,,,,,
1/5/24,Jett,Surratt,QB,76.5,220,79.25,10.5,98.5,,,,,,,,,,,-201.68,,,,,Jett Surratt,,,,,
1/5/24,Parker,Sutherland,TE,66,185,65.25,8.5,85.25,1.944,3.162,5.389,2.635,4.934,,120,21.5,98,39.76,38.84,43.81,,,,Parker Sutherland,,,,,
1/5/24,Jerry,Sweeting,RB,74,192,76.5,9.75,96.75,1.805,2.939,4.979,2.587,5.064,,112.5,27.25,103,41.77,49.35,46.52,,,,Jerry Sweeting,,,,,
1/5/24,Kaneal,Sweetwyne,QB,68,155,74.25,8.25,90.25,1.829,2.981,5.116,2.511,4.663,,124.5,27.75,113,41.67,45.99,47.66,,,,Kaneal Sweetwyne,,,,,
1/5/24,Deangelo,Swindle,WR,73.2,200,74.5,9.5,93.75,1.874,3.046,5.22,2.33,4.615,,117,26.75,100,31.27,38.48,35.94,,,,Deangelo Swindle,,,,,
1/5/24,Ty,Taber,QB,73.8,180,77.25,9.75,97.25,1.924,3.118,5.299,2.686,4.885,,120.5,26.75,100,37.29,46.76,42.73,,,,Ty Taber,,,,,
1/5/24,Dilon,Tallie,WR,68.2,180,73.5,8.75,87.5,1.869,3.019,5.123,2.56,4.638,,128,30.75,110,36.61,49.02,43.18,,,,Dilon Tallie,,,,,
1/5/24,Kelston,Tarver,RB,68.8,162,71,8.25,88.75,1.883,3.014,5.071,2.538,4.701,,118,30.5,114,35.8,52.93,49.91,,,,Kelston Tarver,,,,,
1/5/24,Aaryn,Tate,WR,74.5,195,78.75,10.25,98.25,1.878,3.063,5.217,2.501,4.846,,114.5,25.75,105,32.48,37.72,39.89,,,,Aaryn Tate,,,,,
1/5/24,Kamario,Taylor,QB,66.2,180,69,9.5,86,1.837,2.996,5.106,2.482,4.763,,127.5,29.25,110,41.77,49.51,46.26,,,,Kamario Taylor,,,,,
1/5/24,Jerod,Terry,RB,72,275,74.25,9.75,94.75,,,,2.37,4.436,,114,28,109,,49.36,48.61,,,,Jerod Terry,,,,,
1/5/24,Judd,Terry,OL,69.8,190,73.5,8.75,92.25,1.976,3.252,5.601,2.719,5.028,,115,20.25,90,47.33,54.96,56.08,,,,Judd Terry,,,,,
1/5/24,Blake,Thomas,QB,72,183,72.25,9.5,90.75,1.686,2.783,4.749,2.504,4.708,,120,27.75,104,52.64,48.76,45.3,,,,Blake Thomas,,,,,
1/5/24,Jhase,Thomas,DB,72.8,227,78,9.3,95.75,1.692,2.773,4.749,2.498,4.714,,128,37.25,120,50.16,64.66,51.1,,,,Jhase Thomas,,,,,
1/5/24,Lekhy,Thompkins,RB,70.8,180,72.5,9.5,88.25,1.758,2.881,4.908,2.436,4.646,,125,29.25,116,55.48,59.66,58.82,,,,Lekhy Thompkins,,,,,
1/5/24,Michael,Thompson,RB,72,165,72.25,9,92.25,1.769,2.886,4.994,2.3,4.434,,121,32.75,118,43.17,55.51,50.17,,,,Michael Thompson,,,,,
1/5/24,Dimitri,Toman,DB,74,210,76.75,9.25,95.5,1.819,2.958,5.088,2.36,4.472,,118.5,26.25,104,36.4,37.05,37.51,,,,Dimitri Toman,,,,,
1/5/24,Shadarius,Toodle,LB,67.2,168,68.75,8.75,86.75,1.741,2.855,5,2.591,4.929,,128,32.5,102,52.84,60.73,45.67,,,,Shadarius Toodle,,,,,
1/5/24,Topper,Topper,RB,67.2,155,67,8,85.75,,,,,,,,,,,-191.14,,,,,Topper Topper,,,,,
1/5/24,Joe,Torres,ATH,75.8,240,79.75,9.55,97.75,1.787,2.942,5.103,2.678,4.912,,112.5,26.75,88,36.07,39.12,29.65,,,,Joe Torres,,,,,
1/5/24,Jacob,Tracy,TE,67,165,68,9,85.75,1.976,3.214,5.476,2.569,4.833,,125,27.25,97,41.3,56.75,48.63,,,,Jacob Tracy,,,,,
1/5/24,Nicholas,Tramble,RB,69,165,74,9.4,90,1.75,2.841,4.816,2.592,4.823,,116,30.25,121,40.88,49.24,51.27,,,,Nicholas Tramble,,,,,
1/5/24,Gerian,Traynor,RB,71.5,170,77.75,9,93.25,1.678,2.772,4.793,2.5,4.545,,123,33,116,46.37,53.32,46.8,,,,Gerian Traynor,,,,,
1/5/24,Brayden,Trimble,WR,73.8,205,74.25,8.75,94.25,1.728,2.818,4.793,2.283,4.47,,126,32.75,119,43.75,52.21,47.77,,,,Brayden Trimble,,,,,
1/5/24,Boone,Turner,QB,74,293,79,10,96.75,1.787,2.913,4.967,2.48,4.696,,124,29.75,116,47.7,53.84,52.7,,,,Boone Turner,,,,,
1/5/24,Marques,Uini,OL,68.5,165,71.25,9.25,88.75,1.852,3.142,5.474,2.596,4.899,,119,22.25,91,61.25,62.46,59.43,,,,Marques Uini,,,,,
1/5/24,Dylan,Valdez,DB,72.8,265,76,10.25,95.25,1.832,2.993,5.067,2.546,4.717,,117,28.25,100,35.63,43.93,37.97,,,,Dylan Valdez,,,,,
1/5/24,Alister,Vallejo,DL,71.5,275,74.25,9.75,95.5,1.955,3.182,5.472,2.694,5.017,,120,24.75,106,47.09,60.85,62.25,,,,Alister Vallejo,,,,,
1/5/24,Kieron,Vauls,OL,74,250,75.25,9.75,96,2.057,3.386,5.86,2.801,5.287,,115,19.5,89,41.95,53.81,55.9,,,,Kieron Vauls,,,,,
1/5/24,Amari,Vickerson,ATH,71.5,265,74.25,8.75,95,2.064,3.386,5.877,3.037,5.557,,120.5,24.5,94,37.75,55.26,50.75,,,,Amari Vickerson,,,,,
1/5/24,Ethan,Villarreal,OL,72.5,210,74,9.5,93.25,1.99,3.258,5.559,2.911,5.23,,114,19,88,44.65,50.03,52.9,,,,Ethan Villarreal,,,,,
1/5/24,Daniel,Vollmer,QB,70,295,74.75,10,92.75,1.822,2.965,5.046,2.386,4.53,,118.5,25.25,118,46.1,46.98,56.09,,,,Daniel Vollmer,,,,,
1/5/24,Malik,Wade,DL,74,220,82.5,10,97.75,1.909,3.15,5.477,2.733,5.121,,0,,88,56.3,-170.76,61.35,,,,Malik Wade,,,,,
1/5/24,Gavin,Walker,ATH,72.25,0,73.25,9.5,93.5,1.969,3.152,5.36,2.598,4.83,,127,29.25,111,38.27,56.79,53.29,,,,Gavin Walker,,,,,
1/5/24,Jordan,Walker,QB,69,165,72.25,9.35,88,,,,2.678,4.917,,118,24.5,107,,-12.17,-0.92,,,,Jordan Walker,,,,,
1/5/24,Carson,Wall,WR,65,160,67,8.25,85,1.763,2.884,4.915,2.281,4.397,,121.5,33.5,117,39.98,54.35,47.38,,,,Carson Wall,,,,,
1/5/24,Kenry,Wall,WR,71.8,170,78.25,9.5,95.25,1.763,2.874,4.945,2.291,4.43,,114,29,107,38.77,46.87,43.56,,,,Kenry Wall,,,,,
1/5/24,Blake,Wallace,WR,75,220,75.25,9.5,98,1.708,2.798,4.783,2.396,4.395,,127.5,32.25,123,45.3,50.94,49.84,,,,Blake Wallace,,,,,
1/5/24,Collin,Walls,TE,73,210,75.5,9.5,96,1.884,3.1,5.33,2.505,4.65,,123,25,98,43.68,47.24,45,,,,Collin Walls,,,,,
1/5/24,Jewelous,Walls,DL,75.2,285,78.5,9.25,97.25,1.823,3.015,5.157,,,,122.5,26.5,104,46.03,49.16,47.62,,,,Jewelous Walls,,,,,
1/5/24,Brandon,Walsworth,OL,66.8,66.8,69,8.85,87.75,1.99,3.263,5.588,2.64,4.96,,121,23.75,96,48.02,62.4,59.43,,,,Brandon Walsworth,,,,,
1/5/24,Antonio,Walton,WR,73,185,75.5,9.5,93.5,1.747,2.837,4.818,2.339,4.526,,118.5,30.75,105,16.64,23.4,18.41,,,,Antonio Walton,,,,,
1/5/24,Braeden,Walton,WR,74.2,185,72,9.35,94.75,,,,2.367,4.537,,124,30.5,114,,50.52,47.33,,,,Braeden Walton,,,,,
1/5/24,Christian,Ward,WR,66.8,155,69.25,9.25,87,1.715,2.84,4.835,2.309,4.462,,124,29.25,113,48.7,46.99,45.81,,,,Christian Ward,,,,,
1/5/24,Elijah,Ward,DB,69,158,69,9.25,87,1.728,2.859,4.942,2.385,4.721,,111,24,101,39.89,33.77,37.47,,,,Elijah Ward,,,,,
1/5/24,Tavares,Ward,DB,72.2,210,75.5,9.25,92,1.881,3.127,5.392,2.728,4.923,,111,24,100,31.52,32.85,35.88,,,,Tavares Ward,,,,,
1/5/24,Arin,Warner,DL,66.8,155,70.75,9.5,87.25,1.855,2.999,5.203,2.565,4.862,,118.5,26.5,100,43.68,49.79,45.94,,,,Arin Warner,,,,,
1/5/24,Kaevon,Washington,WR,65.8,145,71,9,87,1.815,3.017,5.221,2.384,4.691,,114.5,27.25,96,34.42,40.46,34.58,,,,Kaevon Washington,,,,,
1/5/24,Toquavius,Washington,DB,69,147,71.5,8.75,87,1.731,2.877,4.987,2.385,4.632,,112,25,107,37.12,33.86,39.29,,,,Toquavius Washington,,,,,
1/5/24,Travis,Washington,DB,72.2,185,75.75,9.75,93,,,,2.496,4.672,,119,32,96,,46.31,30.9,,,,Travis Washington,,,,,
1/5/24,Tyler,Washington,WR,72.2,240,76.25,9,93,,,,2.411,4.559,,126,33,118,,56.3,50.27,,,,Tyler Washington,,,,,
1/5/24,Jaden,Weaver,DL,72.8,290,75.75,9.1,96,1.936,3.157,5.45,2.764,5.2,,0,,100,43.92,-188.15,53.21,,,,Jaden Weaver,,,,,
1/5/24,Taylor,Webster,DL,69,155,71.25,8.5,88.75,1.903,3.142,5.421,2.77,5.346,,118,22,93,55.88,62.06,60.81,,,,Taylor Webster,,,,,
1/5/24,Josiah,Wells,DB,68.5,180,70.5,9,90,1.704,2.794,4.754,2.418,4.511,,116,27.25,110,41.6,38.72,40.92,,,,Josiah Wells,,,,,
1/5/24,RiCard,Wheeler,WR,71,220,75.5,9.25,92.5,1.911,3.164,5.544,2.808,5.193,,121,31,94,34.25,53.73,38.14,,,,RiCard Wheeler,,,,,
1/5/24,Jalen,White,LB,68.5,190,70.75,8.25,86.25,1.937,3.137,5.453,2.826,5.226,,119.5,27,108,40.19,54.52,53.93,,,,Jalen White,,,,,
1/5/24,Jermaine,White,RB,75.2,310,84,9.75,96,,,,2.575,4.828,,113,26.75,108,,47.72,48.64,,,,Jermaine White,,,,,
1/5/24,Malik,White,OL,72.2,280,78.5,10,96,2.268,3.763,6.546,3.167,5.702,,119,23,77,35.28,67.73,54.53,,,,Malik White,,,,,
1/5/24,Rodney,White,DL,73,162,75,9.25,95,2.004,3.286,5.626,2.834,5.423,,116.5,20.5,89,46.2,56.7,56.55,,,,Rodney White,,,,,
1/5/24,Tristan,White,0,73,165,73.5,9.5,94.5,1.789,2.916,5.033,2.209,4.412,,0,,112,37.57,0,40.61,,,,Tristan White,,,,,
1/5/24,Jacob,Whitehead,DB,74.2,266,79.25,9.14,96.5,1.77,2.891,4.974,2.532,4.64,,123,28.5,104,39.51,40.89,36.72,,,,Jacob Whitehead,,,,,
1/5/24,Wes,Wiggins,OL,68.2,199,70.25,9.25,89.5,2,3.314,5.824,2.907,5.359,,114,17.5,84,44.15,45.08,48.7,,,,Wes Wiggins,,,,,
1/5/24,Hova,Willford,LB,70.2,190,73.25,7.75,91.25,1.807,3.013,5.251,2.627,4.887,,115,25.5,102,44.78,47.86,47.59,,,,Hova Willford,,,,,
1/5/24,Drew,Williamee,QB,70.8,185,76,8,94,1.861,3.033,5.163,2.567,4.812,,117,25.75,100,39.14,44.32,42.68,,,,Drew Williamee,,,,,
1/5/24,Ayden,Williams,DL,66,195,70.25,8.5,87.75,1.938,3.159,5.424,2.523,4.814,,119,25,91,33.75,40.92,35.8,,,,Ayden Williams,,,,,
1/5/24,Breyon,Williams,RB,66.8,165,70.25,9.75,87,,,,2.488,4.715,,115,27.25,108,,52.11,51.82,,,,Breyon Williams,,,,,
1/5/24,Darren,Williams,RB,69,155,73,9,89.75,1.748,2.878,4.941,2.51,4.704,,119,32,108,41.02,53,43.93,,,,Darren Williams,,,,,
1/5/24,Demaje,Williams,DB,73.2,210,75,9,93,,,,2.62,4.665,,118,28.25,112,,40.78,42.07,,,,Demaje Williams,,,,,
1/5/24,Deshaun,Williams,WR,69.2,160,72.5,9,90.5,1.77,2.911,4.975,2.492,4.707,,124.5,31.5,110,50.28,59.3,50.92,,,,Deshaun Williams,,,,,
1/5/24,Jonathan,Williams,WR,66.8,187,71,9,82.5,,,,,,,120,29.5,113,,44.58,43.7,,,,Jonathan Williams,,,,,
1/5/24,Joshua,Williams,RB,68.5,173,74,9,83.5,1.713,2.813,4.834,2.371,4.455,,118.5,36,107,49.4,67.3,48.68,,,,Joshua Williams,,,,,
1/5/24,Marcion,Williamson,RB,,,,,,1.666,2.76,4.742,2.424,4.589,,120.5,37,118,49.68,64.16,50.29,,,,Marcion Williamson,,,,,
1/5/24,Adrian,Wilson,WR,72,170,74.5,9,93.25,,,,2.366,4.603,,126,,121,,,64.24,,,,Adrian Wilson,,,,,
1/5/24,Adrian,Wilson,WR,74.2,190,76,9.5,95.25,,,,,,,,,,,-207.77,,,,,Adrian Wilson,,,,,
1/5/24,Grayson,Wilson,QB,71,290,74.25,9.25,91,1.691,2.835,4.867,2.467,4.607,,125.5,30.25,116,52.17,50.43,48.75,,,,Grayson Wilson,,,,,
1/5/24,Miles,Wilson,DL,75.3,220,78.25,10,97.25,1.988,3.269,5.668,2.928,5.383,,114.5,23.5,87,49.01,66.58,58.77,,,,Miles Wilson,,,,,
1/5/24,Royce,Wilson,LB,70,220,75.25,9.75,93,1.805,2.986,5.123,2.595,4.969,,125,27.75,113,49.67,52.67,53.42,,,,Royce Wilson,,,,,
1/5/24,Copelin,Windfont,LB,72.2,280,76.5,9,93.25,,,,2.444,4.531,,121,28,106,,57.37,53.57,,,,Copelin Windfont,,,,,
1/5/24,Kerrick,Winters,DL,78.8,325,82.75,10.25,99,1.996,3.282,5.708,2.821,5.185,,117,23.75,87,46.75,63.39,55.4,,,,Kerrick Winters,,,,,
1/5/24,Ashdon,Wnetrzak,OL,68.5,160.4,73.25,9,89.25,2.149,3.602,6.327,2.935,5.487,,123,24,89,43.48,71.08,62.24,,,,Ashdon Wnetrzak,,,,,
1/5/24,LemMarius,Woolbright,DB,69.5,155,71.5,8,89.5,1.924,3.056,5.184,2.401,4.489,,114.5,25.25,116,29.9,36.49,46.08,,,,LemMarius Woolbright,,,,,
1/5/24,Aamonii,Wren,WR,73.2,195,75.25,10.25,95,2.354,3.476,5.565,2.485,4.612,,115,25.5,92,15.78,34.72,30.14,,,,Aamonii Wren,,,,,
1/5/24,Jason,Wright,QB,71.2,185,72,9.5,92.5,1.798,2.951,5.016,2.438,4.774,,123.5,28.5,113,44.55,48.99,49.02,,,,Jason Wright,,,,,
1/5/24,Khalel,Wright,QB,70.2,175,72,9.25,90.25,1.74,2.835,4.816,2.517,4.76,,120,27.5,111,46.63,45.76,47.02,,,,Khalel Wright,,,,,
1/5/24,Phillip,Wright,WR,76.2,255,80.5,9.75,98.25,1.585,2.674,4.525,2.474,4.633,,120.5,30.25,121,58.36,49.46,51.16,,,,Phillip Wright,,,,,
1/5/24,Brady,Wyatt,OL,68.8,198,71.5,9.25,88,2.102,3.396,5.903,2.827,5.336,,120,21.75,80,36.46,49.23,42.15,,,,Brady Wyatt,,,,,
1/5/24,Wesley,Yarbrough,RB,75.2,276,78.5,10.75,97.5,1.833,2.97,5.045,2.772,5.195,,118.5,30.5,109,42.69,57.41,50.92,,,,Wesley Yarbrough,,,,,
1/5/24,Ameer,Yasin,OL,73.2,218,75.75,9.5,95.5,1.995,3.285,5.705,2.608,5.004,,122,24.5,94,46.15,61.46,56.1,,,,Ameer Yasin,,,,,
1/5/24,Lewenski,Ydore,LB,66.8,160,69.5,9,86.25,1.826,2.989,5.129,2.643,5.105,,122.5,27,98,47.54,52.23,45.94,,,,Lewenski Ydore,,,,,
1/5/24,Maximiliano,Zavala,QB,,,,,,1.775,2.943,5.102,2.446,4.714,,111,24.75,99,37.99,36.69,37.52,,,,Maximiliano Zavala,,,,,
4/30/22,Blake,Griffin,RB ,68.1,180,68.3,,84.24,1.577,2.668,4.68,2.469,4.555,7.678,119,34.76,106,60.94,61.81,45.4,49,222.87,55.72,Blake Griffin,,,,,
1/6/23,Jonathan,Daniels,OL,74.97,277,81.7173,11.25,104.38,1.81,2.983,5.141,2.649,4.861,8.401,132,27.62,98,62.03,68.35,58.83,62,251,62.74,Jonathan Daniels,,,,,
1/6/23,Abdoni,Ubeda,OL,71.1,323,77.499,10,91.9,1.983,3.28,5.665,2.795,5.349,9.259,114,22.1,88,55,72.7,67.26,54,249,62.25,Abdoni Ubeda,,,,,
1/6/23,Teriyan,Morman,OL,76.7,346,80.5,9.6,102.03,2.091,3.381,5.85,2.708,5.163,8.986,121.5,19.47,81,50.25,69.18,64.37,64,248,62.04,Teriyan Morman,,,,,
1/6/23,Will,Broderick,RB,70.14,193,73.25,9.5,0,1.725,2.854,4.96,2.292,4.361,7.769,122,0,111,49.93,-7.86,49.8,60,151,37.86,Will Broderick,,,,,
1/6/23,Jayden,Davis,DL,72.31,330,75.75,10,94.6,2.027,3.32,5.809,2.794,5.319,9.331,114,19.4,90,52.61,68.11,69.15,56,246,61.51,Jayden Davis,,,,,
1/6/23,Joe,Koury,OL,70.14,291,73.25,10,91.83,2.05,3.359,5.921,2.685,4.995,8.802,121,29.17,93,44.85,79.21,63.15,60,247,61.75,Joe Koury,,,,,
1/6/23,Antonio,Ross_Jr,OL,74.82,340,81.5538,10.75,95.82,2.059,3.423,5.961,2.955,5.566,9.104,119.5,23.68,78,51.72,77.69,62.67,50,243,60.64,Antonio Ross_Jr,,,,,
1/6/23,Laird,Hanson-Felter,TE,76.32,246,78.6,9.5,96.47,1.849,2.685,5.285,2.454,4.677,7.678,131,34.53,113,51.67,72.99,58.91,62,245,61.28,Laird Hanson-Felter,,,,,
1/6/23,Tayler,Lindsey,DL,74.86,291,78.5,,100.72,1.885,3.116,5.35,2.587,4.99,8.208,123,22.28,99,57.69,61.29,62.88,60,242,60.46,Tayler Lindsey,,,,,
1/6/23,Preston,Williams,LB,73.03,225,79.6027,9.75,95.06,1.705,2.803,4.797,2.428,4.54,7.662,127,31.94,113,60.28,64.47,56.42,62,243,60.68,Preston Williams,,,,,
1/6/23,Travis,Smith,WR,0,191,0,9.5,0,1.828,2.901,4.881,2.286,4.323,7.901,130.5,0,114,,,,,0,0,Travis Smith,,,,,
1/6/23,Kore,Thomas,DL,71.91,310,74.75,10,94.35,2.005,3.338,5.852,2.949,5.327,8.871,114,19.65,102,51.07,63.43,71.55,53,239,59.64,Kore Thomas,,,,,
1/6/23,William,Echoles,OL,74.63,294,77.25,10.25,99.53,1.942,3.141,5.302,2.8,5.145,8.741,122,22.47,98,53.3,62.69,63.22,55,234,58.62,William Echoles,,,,,
1/6/23,Nicholas,Brown,OL,76.66,321,75.9,9.75,97.11,2.084,3.456,5.892,2.777,5.226,8.996,119,21.89,84,47.09,67.32,60.08,58,232,58.02,Nicholas Brown,,,,,
1/6/23,Jonathan,Rodriguez,OL,75.81,280,78,10.25,100.68,1.899,3.239,5.643,2.702,5.089,8.62,124.5,23.82,104,54.29,60.68,62.35,54,232,57.93,Jonathan Rodriguez,,,,,
1/6/23,Darius,Brooks,OL,67.85,328,69,,91.04,2.19,3.664,6.498,3.182,5.82,10.398,118,26.96,67,41.46,86.65,58.93,43,230,57.41,Darius Brooks,,,,,
1/6/23,Willem,Kelley,OL,75.07,306,81.8263,10.25,98.38,2.102,3.441,5.893,2.654,5.106,8.751,121,22.62,91,43.75,65.95,61.74,59,230,57.57,Willem Kelley,,,,,
1/6/23,Parker,Mcclendon,OL,72.36,320,78.8724,9.5,96.35,2.056,3.441,6.108,2.957,5.399,9.116,115,18.65,87,48.89,63.77,64.96,52,230,57.42,Parker Mcclendon,,,,,
1/6/23,Talan,Chandler,OL,73.86,290,80.5074,9,95.21,2.003,3.379,5.85,2.603,4.977,8.626,117.5,22.29,94,47.92,61.82,60.55,60,231,57.63,Talan Chandler,,,,,
1/6/23,Micah,Gilbert,WR,73.9,207,79.5,9.5,99.06,1.652,2.737,4.687,2.44,4.586,7.898,132,32.94,120,60.96,60.89,55.41,55,232,58.05,Micah Gilbert,,,,,
1/6/23,Jack,Limbaugh,DL,73.93,211,80.5837,9.75,97.46,1.708,2.881,4.97,2.337,4.43,7.818,129,31.54,117,56.23,59.08,54.63,62,232,58.02,Jack Limbaugh,,,,,
1/6/23,Kyle,Rakers,OL,75.27,277,77.25,10,98.97,1.934,3.257,5.657,2.638,4.97,8.463,123.5,24.53,99,50.84,61.75,59.17,58,230,57.38,Kyle Rakers,,,,,
1/6/23,Niko,Spilotro,OL,74.05,325,80.7145,10,98.51,2.131,3.509,6.107,2.126,5.21,9.582,115.5,16.99,85,44.59,60.39,63.68,59,228,56.88,Niko Spilotro,,,,,
1/6/23,Ean,Johnson-Kelley,DL,70.77,256,77.73,9,93.78,1.856,3.049,5.214,2.661,5.018,8.518,121,27.22,102,53.17,65.06,59.37,52,229,57.37,Ean Johnson-Kelley,,,,,
1/6/23,Khaleeal,Penn,DL,72.39,322,78.5,9.25,97.92,2.05,3.39,5.897,3.119,5.872,9.051,119.5,21.58,89,49.63,70.33,66.58,41,227,56.81,Khaleeal Penn,,,,,
1/6/23,Tono,Cornell,DL,72.66,292,73,9.25,96.43,1.998,3.265,5.597,2.919,5.444,8.829,120.5,24.07,98,48.61,66.99,64.29,46,226,56.56,Tono Cornell,,,,,
1/6/23,Calvin,Hughes,LB,68.97,243,75.1773,9.25,91.52,1.86,3.049,5.322,2.51,4.699,8.161,117,25.48,103,50.14,59.32,58.22,60,228,56.91,Calvin Hughes,,,,,
1/6/23,Brady,Clark,DL,71.72,257,73.25,9.25,94.28,1.861,3.088,5.301,2.559,4.845,8.161,119,24.72,98,52.95,59.44,56.55,58,227,56.7,Brady Clark,,,,,
1/6/23,Ethan,Adams,LB,70.96,217,77.3464,9.25,92.75,1.793,2.928,5.027,2.365,4.568,7.506,123.5,30.75,114,49.99,61.45,56.69,58,226,56.61,Ethan Adams,,,,,
1/6/23,Cullen,Settle,OL,72.17,314,75.37,10.5,95.01,2.157,3.461,5.927,2.813,5.32,9.112,116,20.99,82,41.54,67.09,60.77,53,223,55.7,Cullen Settle,,,,,
1/6/23,Gavin,Nix,LB,70.86,230,77.5,9,92.98,1.786,2.92,4.958,2.609,4.754,7.837,122,29.02,106,53.61,61.55,55.31,55,225,56.32,Gavin Nix,,,,,
1/6/23,Colton,Harrison,WR,73.73,196,75,9.5,94.25,1.665,2.761,4.716,2.197,4.292,7.509,126,31.75,116,56.38,55.54,50.57,63,226,56.49,Colton Harrison,,,,,
1/6/23,Ashton,Honore,LB,70.63,216,76.9867,9.5,95.09,1.693,2.83,4.924,2.562,4.858,7.951,126,30.91,113,59.1,61.77,56.14,48,225,56.31,Ashton Honore,,,,,
1/6/23,Davin,Zurovetz,DL,70.82,298,69.9,6.89,91.51,2.022,3.324,5.703,2.845,5.305,8.847,112.5,20.99,85,47.86,63.75,59.7,51,222,55.6,Davin Zurovetz,,,,,
1/6/23,Kaden,Ellis,DL,71.5,272,77.935,9,91.87,1.965,3.224,5.489,2.7,5.176,8.318,116.5,24.63,100,47.6,63.56,61.51,50,223,55.72,Kaden Ellis,,,,,
1/6/23,Justin,Greene,DL,75.42,259,78.25,9.75,98.99,1.876,3.076,5.299,2.517,4.865,8.077,123.5,24.51,103,52.09,56.63,57,58,223,55.83,Justin Greene,,,,,
1/6/23,Malakhi,Boone,LB,72.43,242,73,10,96.36,1.736,2.878,4.988,2.569,4.747,7.733,119.5,23.14,98,61.42,51.49,52.36,58,223,55.8,Malakhi Boone,,,,,
